146,"2020-06-09",1748.00,"",26,"2020-06-09 11:58:30","2020-06-09 11:58:30",1
147,"2020-06-09",5958.00,"",76,"2020-06-09 11:58:39","2020-06-09 11:58:39",1
148,"2020-06-09",31665.60,"",75,"2020-06-09 11:58:52","2020-06-09 11:58:52",1
149,"2020-06-09",3499.20,"",61,"2020-06-09 11:59:31","2020-06-09 11:59:31",1
150,"2020-06-09",7197.60,"",13,"2020-06-09 11:59:57","2020-06-09 11:59:57",1
151,"2020-06-09",6468.00,"",10,"2020-06-09 12:00:42","2020-06-09 12:00:42",1
152,"2020-06-09",33272.44,"",15,"2020-06-09 12:01:02","2020-06-09 12:01:02",1
153,"2020-06-11",3001.80,"",67,"2020-06-11 14:36:15","2020-06-11 14:36:15",1
154,"2020-06-11",368690.14,"",10,"2020-06-11 14:36:50","2020-06-11 14:36:50",1
155,"2020-06-11",4489.92,"",10,"2020-06-11 14:37:03","2020-06-11 14:37:03",1
156,"2020-06-11",11639.75,"",10,"2020-06-11 14:37:19","2020-06-11 14:37:19",1
157,"2020-06-11",10578.06,"",11,"2020-06-11 15:01:00","2020-06-11 15:01:00",1
158,"2020-06-15",6380.00,"",71,"2020-06-15 09:35:50","2020-06-15 09:35:50",1
159,"2020-06-16",95877.10,"",12,"2020-06-16 18:32:59","2020-06-16 18:32:59",1
160,"2020-06-16",1140.60,"",36,"2020-06-16 19:15:32","2020-06-16 19:15:32",1
161,"2020-06-17",5482.74,"",7,"2020-06-17 18:46:17","2020-06-17 18:46:17",1
162,"2020-06-17",453.12,"",7,"2020-06-17 18:46:29","2020-06-17 18:46:29",1
163,"2020-06-18",1756.80,"",78,"2020-06-18 10:46:43","2020-06-18 10:46:43",1
164,"2020-06-18",66371.17,"",15,"2020-06-18 10:47:27","2020-06-18 10:47:27",1
165,"2020-06-18",8899.73,"Gotovinski račun",79,"2020-06-18 16:09:29","2020-06-18 16:09:29",1
166,"2020-06-24",25000.00,"",15,"2020-06-24 07:13:05","2020-06-24 07:13:05",1
167,"2020-06-26",1915.20,"",78,"2020-06-26 08:37:53","2020-06-26 08:37:53",1
168,"2020-06-26",3112.00,"",26,"2020-06-26 08:38:27","2020-06-26 08:38:27",1
169,"2020-06-26",14145.38,"",37,"2020-06-26 08:39:02","2020-06-26 08:39:02",1
170,"2020-06-26",4728.35,"",72,"2020-06-26 08:39:41","2020-06-26 08:39:41",1
171,"2020-06-30",270073.15,"",10,"2020-06-30 16:25:55","2020-06-30 16:25:55",1
172,"2020-06-30",323863.20,"",10,"2020-06-30 16:26:23","2020-06-30 16:26:23",1
173,"2020-06-30",24078.52,"",10,"2020-06-30 16:26:47","2020-06-30 16:26:47",1
174,"2020-06-30",36279.60,"",10,"2020-06-30 16:27:04","2020-06-30 16:27:04",1
175,"2020-06-30",64633.78,"",10,"2020-06-30 16:27:24","2020-06-30 16:27:24",1
176,"2020-06-30",1859.26,"",10,"2020-06-30 16:27:42","2020-06-30 16:27:42",1
177,"2020-06-30",5078.41,"",81,"2020-06-30 16:28:51","2020-06-30 16:28:51",1
178,"2020-07-01",20045.00,"",84,"2020-07-01 19:28:13","2020-07-01 19:28:13",1
179,"2020-07-01",54433.00,"",88,"2020-07-01 19:28:27","2020-07-01 19:28:27",1
180,"2020-07-02",16104.95,"",22,"2020-07-02 17:16:10","2020-07-02 17:16:10",1
181,"2020-07-08",15275.00,"",89,"2020-07-08 19:02:03","2020-07-08 19:02:03",1
182,"2020-07-06",30000.00,"",15,"2020-07-08 20:05:11","2020-07-08 20:05:11",1
183,"2020-07-03",150000.00,"",5,"2020-07-08 20:06:43","2020-07-08 20:06:43",1
184,"2020-07-08",294143.46,"",12,"2020-07-08 20:07:52","2020-07-08 20:07:52",1
185,"2020-07-16",38432.69,"",15,"2020-07-16 11:54:30","2020-07-16 11:54:30",1
186,"2020-07-16",2939.02,"",82,"2020-07-16 11:55:24","2020-07-16 11:55:24",1
187,"2020-07-16",2049.02,"",45,"2020-07-16 11:55:54","2020-07-16 11:55:54",1
188,"2020-07-17",8173.44,"",91,"2020-07-17 13:47:50","2020-07-17 13:47:50",1
189,"2020-07-17",6344.24,"",10,"2020-07-17 13:48:39","2020-07-17 13:48:39",1
190,"2020-07-17",11894.41,"",10,"2020-07-17 13:49:05","2020-07-17 13:49:05",1
191,"2020-07-17",150000.00,"",5,"2020-07-20 09:46:35","2020-07-20 09:46:35",1
192,"2020-07-20",24536.45,"",15,"2020-07-20 13:32:28","2020-07-20 13:32:28",1
193,"2020-07-20",594.72,"",10,"2020-07-20 13:32:49","2020-07-20 13:32:49",1
194,"2020-07-20",17487.55,"",10,"2020-07-20 13:33:03","2020-07-20 13:33:03",1
195,"2020-07-20",4189.94,"",10,"2020-07-20 13:33:22","2020-07-20 13:33:22",1
196,"2020-07-23",283199.75,"",10,"2020-07-23 18:31:43","2020-07-23 18:31:43",1
197,"2020-07-23",246893.34,"",10,"2020-07-23 18:32:08","2020-07-23 18:32:08",1
198,"2020-07-23",8250.00,"",65,"2020-07-23 18:33:24","2020-07-23 18:33:24",1
199,"2020-07-23",1218.01,"",21,"2020-07-23 18:33:57","2020-07-23 18:33:57",1
200,"2020-07-23",22602.47,"",10,"2020-07-23 18:34:34","2020-07-23 18:34:34",1
201,"2020-07-29",1291.39,"",10,"2020-07-28 19:18:28","2020-07-28 19:18:28",1
202,"2020-07-24",4797.00,"Gotovinski račun",95,"2020-07-29 17:04:17","2020-07-29 17:04:17",1
203,"2020-07-30",1196.64,"",31,"2020-07-30 08:41:50","2020-07-30 08:41:50",1
204,"2020-07-30",7163.02,"",71,"2020-07-30 08:42:10","2020-07-30 08:42:10",1
205,"2020-07-31",3256.39,"",93,"2020-07-31 16:37:05","2020-07-31 16:37:05",1
206,"2020-07-31",8285.00,"",92,"2020-07-31 16:37:16","2020-07-31 16:37:16",1
207,"2020-07-31",4200.00,"",89,"2020-07-31 16:37:41","2020-07-31 16:37:41",1
208,"2020-07-31",9536.34,"",87,"2020-07-31 16:38:11","2020-07-31 16:38:11",1
209,"2020-07-31",1004.83,"",86,"2020-07-31 16:38:34","2020-07-31 16:38:34",1
210,"2020-07-31",990.00,"",63,"2020-07-31 16:38:49","2020-07-31 16:38:49",1
211,"2020-07-16",50000.00,"",28,"2020-07-31 16:46:31","2020-07-31 16:46:31",1
212,"2020-06-12",38821.44,"",51,"2020-07-31 16:51:54","2020-07-31 16:51:54",1
213,"2020-03-12",5999.40,"",29,"2020-07-31 16:52:28","2020-07-31 16:52:28",1
214,"2020-03-04",1532.16,"",13,"2020-07-31 16:53:11","2020-07-31 16:53:11",1
215,"2020-06-29",40762.63,"",15,"2020-07-31 16:56:48","2020-07-31 16:56:48",1
216,"2020-08-03",7383.96,"",51,"2020-08-03 10:28:59","2020-08-03 10:28:59",1
217,"2020-08-05",88925.18,"",10,"2020-08-05 04:34:56","2020-08-05 04:34:56",1
218,"2020-08-05",5754.77,"",10,"2020-08-05 04:35:53","2020-08-05 04:35:53",1
219,"2020-08-05",979.20,"",91,"2020-08-05 08:18:58","2020-08-05 08:18:58",1
220,"2020-08-05",7800.00,"",97,"2020-08-05 08:19:04","2020-08-05 08:19:04",1
221,"2020-08-07",55276.24,"",15,"2020-08-07 13:18:27","2020-08-07 13:18:27",1
222,"2020-08-07",44475.71,"",15,"2020-08-07 13:18:38","2020-08-07 13:18:38",1
223,"2020-08-07",206232.06,"",10,"2020-08-07 13:19:37","2020-08-07 13:19:37",1
224,"2020-08-07",1080.00,"",19,"2020-08-07 13:20:05","2020-08-07 13:20:05",1
225,"2020-08-07",264.00,"",4,"2020-08-07 13:20:18","2020-08-07 13:20:18",1
226,"2020-08-07",7753.20,"",10,"2020-08-07 13:20:37","2020-08-07 13:20:37",1
227,"2020-08-07",3910.20,"",10,"2020-08-07 13:20:54","2020-08-07 13:20:54",1
228,"2020-08-07",8241.60,"",36,"2020-08-07 13:21:05","2020-08-07 13:21:05",1
229,"2020-08-07",66540.67,"",7,"2020-08-07 13:21:39","2020-08-07 13:21:39",1
230,"2020-08-13",4106.39,"",10,"2020-08-13 07:39:14","2020-08-13 07:39:14",1
231,"2020-08-13",3542.83,"",10,"2020-08-13 07:41:04","2020-08-13 07:41:04",1
232,"2020-08-13",1265.03,"",10,"2020-08-13 07:41:17","2020-08-13 07:41:17",1
233,"2020-08-13",10469.08,"",10,"2020-08-13 07:41:34","2020-08-13 07:41:34",1
234,"2020-08-13",18293.59,"",15,"2020-08-13 07:42:40","2020-08-13 07:42:40",1
235,"2020-08-13",4738.00,"",98,"2020-08-13 07:43:10","2020-08-13 07:43:10",1
236,"2020-08-13",7185.06,"",22,"2020-08-13 07:44:17","2020-08-13 07:44:17",1
237,"2020-08-13",4440.58,"",7,"2020-08-13 07:44:37","2020-08-13 07:44:37",1
238,"2020-08-17",1554.00,"Gotovinski račun",100,"2020-08-17 15:30:47","2020-08-17 15:30:47",1
239,"2020-08-17",53992.08,"",10,"2020-08-17 15:41:40","2020-08-17 15:41:40",1
240,"2020-08-17",1410.34,"",10,"2020-08-17 15:41:50","2020-08-17 15:41:50",1
241,"2020-08-17",3977.60,"Gotovinski račun",99,"2020-08-17 16:51:33","2020-08-17 16:51:33",1
242,"2020-08-18",7165.67,"",7,"2020-08-18 13:53:37","2020-08-18 13:53:37",1
243,"2020-08-18",3263.63,"",7,"2020-08-18 13:53:45","2020-08-18 13:53:45",1
244,"2020-08-18",120000.00,"",5,"2020-08-18 13:54:39","2020-08-18 13:54:39",1
245,"2020-08-20",225143.41,"",10,"2020-08-20 13:43:56","2020-08-20 13:43:56",1
246,"2020-08-20",1331.04,"",10,"2020-08-20 13:44:26","2020-08-20 13:44:26",1
247,"2020-08-20",3510.00,"",10,"2020-08-20 13:44:49","2020-08-20 13:44:49",1
248,"2020-08-20",1628.50,"",42,"2020-08-20 15:47:16","2020-08-20 15:47:16",1
251,"2020-08-21",1970.40,"",64,"2020-08-21 16:19:16","2020-08-21 16:19:16",1
252,"2020-08-21",8997.00,"",102,"2020-08-21 16:19:26","2020-08-21 16:19:26",1
253,"2020-08-21",12984.79,"",10,"2020-08-21 16:20:41","2020-08-21 16:20:41",1
254,"2020-08-21",2448.55,"",10,"2020-08-21 16:21:01","2020-08-21 16:21:01",1
255,"2020-08-20",4230.00,"",37,"2020-08-21 16:21:55","2020-08-21 16:21:55",1
257,"2020-08-22",2957.50,"Gotovinski račun",104,"2020-08-22 11:13:18","2020-08-22 11:13:18",1
258,"2020-08-24",22340.65,"",15,"2020-08-24 12:33:02","2020-08-24 12:33:02",1
259,"2020-08-24",78531.08,"",15,"2020-08-24 12:33:09","2020-08-24 12:33:09",1
260,"2020-08-25",1102.78,"",10,"2020-08-25 06:41:18","2020-08-25 06:41:18",1
261,"2020-08-24",213188.40,"",10,"2020-08-25 06:41:37","2020-08-25 06:41:37",1
262,"2020-08-25",150000.00,"",5,"2020-08-26 07:33:41","2020-08-26 07:33:41",1
263,"2020-08-26",8283.60,"",10,"2020-08-26 07:34:32","2020-08-26 07:34:32",1
264,"2020-08-26",3960.00,"",105,"2020-08-26 07:35:02","2020-08-26 07:35:02",1
265,"2020-08-26",8833.00,"",95,"2020-08-26 07:35:06","2020-08-26 07:35:06",1
266,"2020-08-26",5640.64,"",15,"2020-08-26 07:35:44","2020-08-26 07:35:44",1
267,"2020-08-26",186893.30,"",15,"2020-08-26 07:36:08","2020-08-26 07:36:08",1
268,"2020-08-26",7581.50,"",31,"2020-08-26 07:36:26","2020-08-26 07:36:26",1
