1191,"Termoizolaciono staklo Katedral 4mm+16+Elow 4mm.","m2",0.6980000000,2478.0000000000,1729.6440000000,20.00,345.93,2075.57,503,"2020-10-26 17:10:34","2020-10-26 17:10:34",1
1192,"Termoizolaciono staklo Elow 4mm+16+Flot 4mm.","m2",6.7490000000,2124.0000000000,14334.8760000000,20.00,2866.98,17201.86,503,"2020-10-26 17:10:34","2020-10-26 17:10:34",1
1193,"Termoizolaciono staklo Delta 4mm+16+Elow 4mm.","m2",0.2050000000,2478.0000000000,507.9900000000,20.00,101.60,609.59,503,"2020-10-26 17:10:34","2020-10-26 17:10:34",1
1194,"Termoizolaciono staklo Flot 4+12+Flot 4mm","m2",3.8000000000,1888.0000000000,7174.4000000000,20.00,1434.88,8609.28,504,"2020-10-26 17:12:53","2020-10-26 17:12:53",1
1195,"Termoizolaciono staklo Flot 4+18+Flot 4mm","m2",1.2210000000,1888.0000000000,2305.2480000000,20.00,461.05,2766.30,504,"2020-10-26 17:12:53","2020-10-26 17:12:53",1
1196,"Termoizolaciono staklo Flot 4+18+Griz 4mm","m2",0.5020000000,2242.0000000000,1125.4840000000,20.00,225.10,1350.58,504,"2020-10-26 17:12:53","2020-10-26 17:12:53",1
1197,"Termoizolaciono staklo Elow 4mm+18+Flot 4mm","m2",4.0600000000,2124.0000000000,8623.4400000000,20.00,1724.69,10348.13,504,"2020-10-26 17:12:53","2020-10-26 17:12:53",1
1198,"Termoizolaciono staklo Flot 4mm+16+Stopsol bronza 4mm.","m2",2.6970000000,4248.0000000000,11456.8560000000,20.00,2291.37,13748.23,505,"2020-10-26 17:17:02","2020-10-26 17:17:02",1
1199,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",1.8120000000,2065.0000000000,3741.7800000000,20.00,748.36,4490.14,505,"2020-10-26 17:17:02","2020-10-26 17:17:02",1
1200,"Sivo ogledalo 4mm sa KP obradom.","m2",1.6800000000,4248.0000000000,7136.6400000000,20.00,1427.33,8563.97,506,"2020-10-29 16:51:52","2020-10-29 16:51:52",1
1201,"Usluga bušenja rupa prečnika 7mm.","kom",4.0000000000,75.0000000000,300.0000000000,20.00,60.00,360.00,506,"2020-10-29 16:51:52","2020-10-29 16:51:52",1
1202,"Zamena polupanog termoizolacionog stakla flot 4mm+16+flot 4mm.","m2",1.7300000000,5609.3448940270,9704.1666666667,20.00,1940.83,11645.00,507,"2020-10-29 17:10:42","2020-10-29 17:10:42",1
1203,"Rezanje i montaža ogledala debljine 3mm sa uslugom izrade fazete do 10mm.","m2",4.5500000000,4972.5274725275,22625.0000000000,20.00,4525.00,27150.00,508,"2020-10-29 17:48:38","2020-10-29 17:48:38",1
1204,"Ogledalo 4mm sa KP obradom prečnika 700mm.","m2",0.5600000000,3946.4285714286,2210.0000000000,20.00,442.00,2652.00,508,"2020-10-29 17:48:38","2020-10-29 17:48:38",1
1205,"Staklo Flot 4mm sa KP obradom.","m2",0.6350000000,850.7800000000,540.2453000000,20.00,108.05,648.30,509,"2020-10-30 10:26:34","2020-10-30 10:26:34",1
1206,"Staklo flot 6mm sa KP obradom.","m2",0.5670000000,1416.0000000000,802.8720000000,20.00,160.57,963.44,509,"2020-10-30 10:26:34","2020-10-30 10:26:34",1
1207,"Staklo flot 4mm KP sa bu[enjem rupa fi 7mm, 264x877mm 200 komada.","m2",46.8000000000,1733.1880341880,81113.2000000000,20.00,16222.64,97335.84,510,"2020-10-30 10:37:31","2020-10-30 10:37:31",1
1208,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",7.9020000000,2065.0000000000,16317.6300000000,20.00,3263.53,19581.16,511,"2020-10-30 16:06:50","2020-10-30 16:06:50",1
1209,"Troslojno termoizolaciono staklo Solar 4mm+16+Flot 4mm+16+Elow 4mm.","m2",4.2930000000,3894.0000000000,16716.9420000000,20.00,3343.39,20060.33,512,"2020-10-30 16:08:46","2020-10-30 16:27:21",1
1210,"Termoizolaciono staklo Solar  4mm+18+Flot 4mm","m2",5.4200000000,2478.0000000000,13430.7600000000,20.00,2686.15,16116.91,512,"2020-10-30 16:08:46","2020-10-30 16:27:21",1
1211,"Termoizolaciono staklo Satinirano 4mm+18+flot 4mm.","m2",0.2000000000,3080.0000000000,616.0000000000,20.00,123.20,739.20,512,"2020-10-30 16:08:46","2020-10-30 16:27:21",1
1212,"Zamena polupanog Termoizolacionog stakla Pampleks 3.3.1mm+6+Pampleks 3.3.1mm","m2",0.6100000000,9814.7540983607,5987.0000000000,20.00,1197.40,7184.40,513,"2020-10-30 16:19:38","2020-10-30 16:19:38",1
1213,"Zamena polupanog flot stakla debljine 4mm.","m2",0.9200000000,3136.7300000000,2885.7916000000,20.00,577.16,3462.95,514,"2020-10-30 16:21:29","2020-10-30 16:21:29",1
1214,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",1.6850000000,2065.0000000000,3479.5250000000,20.00,695.91,4175.44,515,"2020-11-02 16:50:19","2020-11-02 16:50:19",1
1215,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",4.8090000000,2124.0000000000,10214.3160000000,20.00,2042.86,12257.18,516,"2020-11-02 16:54:14","2020-11-02 16:54:14",1
1216,"Termoizolaciono staklo Solar 4mm+16+Flot 4mm","m2",5.1210000000,2478.0000000000,12689.8380000000,20.00,2537.97,15227.81,516,"2020-11-02 16:54:14","2020-11-02 16:54:14",1
1217,"Staklo flot 4mm KP, 561x290mm 400 komada.","m2",65.6000000000,850.7800000000,55811.1680000000,20.00,11162.23,66973.40,517,"2020-11-02 17:09:55","2020-11-02 17:09:55",1
1218,"Ogledalo 4mm KP, 1414x257mm 150 komada.","m2",55.0500000000,1398.6376021798,76995.0000000000,20.00,15399.00,92394.00,517,"2020-11-02 17:09:55","2020-11-02 17:09:55",1
1219,"Ogledalo 3mm sa fazetom 10mm, 830x310mm 50 komada.","m2",12.8500000000,1331.5175097276,17110.0000000000,20.00,3422.00,20532.00,517,"2020-11-02 17:09:55","2020-11-02 17:09:55",1
1220,"Ogledalo 4mm KP, 1500x445mm 50 komada.","m2",33.5500000000,1389.2697466468,46610.0000000000,20.00,9322.00,55932.00,518,"2020-11-02 17:12:44","2020-11-02 17:12:44",1
1221,"Ogledalo 4mm KP, 1500x223mm 100 komada.","m2",33.8000000000,1396.4497041420,47200.0000000000,20.00,9440.00,56640.00,518,"2020-11-02 17:12:44","2020-11-02 17:12:44",1
1222,"Staklo Parsol bronza 4mm KP, 376x290mm 2 komada.","m2",0.2200000000,1652.0000000000,363.4400000000,20.00,72.69,436.13,519,"2020-11-02 17:30:42","2020-11-02 17:30:42",1
1223,"Ogledalo 4mm KP, 1414x257mm 5 komada.","m2",1.8400000000,1394.8369565217,2566.5000000000,20.00,513.30,3079.80,519,"2020-11-02 17:30:42","2020-11-02 17:30:42",1
1224,"Ogledalo 3mm sa fazetom 10mm, 750x360mm 5 komada.","m2",1.3500000000,1311.1111111111,1770.0000000000,20.00,354.00,2124.00,519,"2020-11-02 17:30:42","2020-11-02 17:30:42",1
1225,"Staklo Flot 4mm KP.","m2",0.2430000000,850.7800000000,206.7395400000,20.00,41.35,248.09,520,"2020-11-02 17:35:15","2020-11-02 17:35:15",1
1226,"Satinirano staklo 4mm.","m2",0.3530000000,1652.0000000000,583.1560000000,20.00,116.63,699.79,520,"2020-11-02 17:35:15","2020-11-02 17:35:15",1
1227,"Ogledalo 3mm KP.","m2",2.0200000000,1180.0000000000,2383.6000000000,20.00,476.72,2860.32,520,"2020-11-02 17:35:15","2020-11-02 17:35:15",1
1228,"Reparacija FLOT stakla debljine 4mm.","m2",3.0950000000,2016.0000000000,6239.5200000000,20.00,1247.90,7487.42,521,"2020-11-03 17:12:33","2020-11-03 17:12:33",1
1229,"Reparacija GRIZ stakla debljine 4mm.","m2",0.2390000000,2590.0000000000,619.0100000000,20.00,123.80,742.81,521,"2020-11-03 17:12:33","2020-11-03 17:12:33",1
1230,"Staklo flot 4mm KP sa uslugom peskarenja.","m2",0.7020000000,1652.0000000000,1159.7040000000,20.00,231.94,1391.64,522,"2020-11-04 08:40:52","2020-11-04 08:40:52",1
1231,"Staklo parsol bronza 4mm KP sa bušenjem rupa fi 7mm, 480x400mm 4 komada.","m2",0.7800000000,2057.4358974359,1604.8000000000,20.00,320.96,1925.76,523,"2020-11-04 08:43:27","2020-11-04 08:43:27",1
1232,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",12.7880000000,2124.0000000000,27161.7120000000,20.00,5432.34,32594.05,524,"2020-11-04 17:26:14","2020-11-04 17:26:14",1
1233,"Troslojno termoizolaciono staklo Solar 4mm+14.5+Flot 4mm+11.5+Elow 4mm.","m2",4.3330000000,3894.0000000000,16872.7020000000,20.00,3374.54,20247.24,525,"2020-11-04 17:32:16","2020-11-10 12:01:23",1
1234,"Termoizolaciono staklo Solar  4mm+16+Flot 4mm","m2",0.3900000000,2478.0000000000,966.4200000000,20.00,193.28,1159.70,525,"2020-11-04 17:32:16","2020-11-10 12:01:23",1
1235,"Termoizolaciono staklo Solar  4mm+L+Flot 4mm","m2",1.6400000000,2478.0000000000,4063.9200000000,20.00,812.78,4876.70,525,"2020-11-04 17:32:16","2020-11-10 12:01:23",1
1236,"Rezanje, transport i montaža sivog ogledala debljine 4mm sa KP obradom.","m2",3.5220000000,4474.5646413023,15759.4166666667,20.00,3151.88,18911.30,526,"2020-11-04 18:09:30","2020-11-04 18:09:30",1
1237,"Ogledalo 3mm sa KP obradom.","m2",3.3230000000,2146.6546293510,7133.3333333333,20.00,1426.67,8560.00,526,"2020-11-04 18:09:30","2020-11-04 18:09:30",1
1238,"Staklo flot 4mm rezano na meru.","m2",0.9500000000,1200.0000000000,1140.0000000000,20.00,228.00,1368.00,526,"2020-11-04 18:09:30","2020-11-04 18:09:30",1
1239,"Rezanje, transport i montaža crnog lakobel stakla debljine 4mm sa KP obradom.","m2",6.3890000000,5066.9705744248,32372.8750000000,20.00,6474.58,38847.45,526,"2020-11-04 18:09:30","2020-11-04 18:09:30",1
1240,"Izrada, transport i montaža staklenih tuš kabina od kaljenog stakla debljine 8mm sa kliznim mehanizmom ukupne površine 3,62m2.","kom",6.0000000000,32450.0000000000,194700.0000000000,20.00,38940.00,233640.00,526,"2020-11-04 18:09:30","2020-11-04 18:09:30",1
1241,"Staklo Katedral 4mm rezano na meru.","m2",1.1800000000,1541.6700000000,1819.1706000000,20.00,363.83,2183.00,527,"2020-11-06 17:01:47","2020-11-06 17:01:47",1
1242,"Termoizolaciono staklo Solar  4mm+18+Flot 4mm","m2",1.0710000000,2478.0000000000,2653.9380000000,20.00,530.79,3184.73,528,"2020-11-06 17:09:17","2020-11-06 17:09:17",1
1243,"Termoizolaciono staklo Satinirano 4mm+18+flot 4mm.","m2",3.3590000000,3080.0000000000,10345.7200000000,20.00,2069.14,12414.86,528,"2020-11-06 17:09:17","2020-11-06 17:09:17",1
1244,"Termoizolaciono staklo Elow 4mm+18+Flot 4mm","m2",0.5620000000,2159.0000000000,1213.3580000000,20.00,242.67,1456.03,528,"2020-11-06 17:09:17","2020-11-06 17:09:17",1
1245,"Troslojno termoizolaciono staklo Solar 4mm+12+Flot 4mm+12+Elow 4mm.","m2",8.0640000000,3894.0000000000,31401.2160000000,20.00,6280.24,37681.46,528,"2020-11-06 17:09:17","2020-11-06 17:09:17",1
1246,"Troslojno termoizolaciono staklo Flot 4mm+12+Satinirano 4mm+12+Flot 4mm.","m2",0.4000000000,4484.0000000000,1793.6000000000,20.00,358.72,2152.32,528,"2020-11-06 17:09:17","2020-11-06 17:09:17",1
1247,"Termoizolaciono staklo Solar 4mm+16+Flot 4mm","m2",4.6750000000,2478.0000000000,11584.6500000000,20.00,2316.93,13901.58,529,"2020-11-06 17:13:17","2020-11-06 17:13:17",1
1248,"Termoizolaciono staklo Delta 4mm+16+Elow 4mm.","m2",0.2000000000,2478.0000000000,495.6000000000,20.00,99.12,594.72,529,"2020-11-06 17:13:17","2020-11-06 17:13:17",1
1249,"Staklo flot 8mm sa KP obradom.","m2",1.0000000000,4055.8333333333,4055.8333333333,20.00,811.17,4867.00,530,"2020-11-06 18:00:54","2020-11-06 18:00:54",1
1250,"Ogledalo 3mm sa Fazetom do 10mm, dimenzije 750x360mm 150 komada.","m2",40.5000000000,1311.1111111111,53100.0000000000,20.00,10620.00,63720.00,531,"2020-11-10 09:23:55","2020-11-10 09:23:55",1
1251,"Ogledalo 3mm sa fazetom do 10 mm, dimenzije 830x310mm 100 komada.","m2",25.7000000000,1331.5175097276,34220.0000000000,20.00,6844.00,41064.00,531,"2020-11-10 09:23:55","2020-11-10 09:23:55",1
1252,"Staklo flot 4mm KP sa bušenjem 6 rupa po staklu 340x340mm 200 komada.","m2",23.4000000000,2364.0341880342,55318.4000000000,20.00,11063.68,66382.08,531,"2020-11-10 09:23:55","2020-11-10 09:23:55",1
1253,"Ogledalo 4mm KP, 1414x257mm 20 komada.","m2",7.3400000000,1398.6376021798,10266.0000000000,20.00,2053.20,12319.20,531,"2020-11-10 09:23:55","2020-11-10 09:23:55",1
1254,"Ogledalo 4mm KP, 883x492mm 4 komada.","m2",1.7500000000,1414.3714285714,2475.1500000000,20.00,495.03,2970.18,531,"2020-11-10 09:23:55","2020-11-10 09:23:55",1
1255,"Uramljivanje slika u ram serije 14.","m",7.1600000000,575.0000000000,4117.0000000000,20.00,823.40,4940.40,532,"2020-11-10 09:47:51","2020-11-10 09:47:51",1
1256,"Uramljivanje slika u ram serije 13.","m",13.6000000000,541.6666666667,7366.6666666667,20.00,1473.33,8840.00,532,"2020-11-10 09:47:51","2020-11-10 09:47:51",1
1257,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 656x220mm 50 komada.","m2",7.3000000000,1861.3287671233,13587.7000000000,20.00,2717.54,16305.24,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1258,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 1424x220mm 50 komada.","m2",15.8500000000,1409.2996845426,22337.4000000000,20.00,4467.48,26804.88,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1259,"Ogledalo 4mm KP, 1500x223mm 300 komada.","m2",101.4000000000,1396.4497041420,141600.0000000000,20.00,28320.00,169920.00,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1260,"Ogledalo 4mm KP, 1500x445mm 50 komada.","m2",33.5500000000,1389.2697466468,46610.0000000000,20.00,9322.00,55932.00,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1261,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 444x341mm 5 komada.","m2",0.7700000000,1994.5021645022,1535.7666666667,20.00,307.15,1842.92,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1262,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 820x377mm 3 komada.","m2",0.9400000000,1412.2340425532,1327.5000000000,20.00,265.50,1593.00,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1263,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 316x278mm 3 komada.","m2",0.2700000000,2256.5740740741,609.2750000000,20.00,121.85,731.13,533,"2020-11-12 07:54:50","2020-11-12 07:54:50",1
1264,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",24.3440000000,2124.0000000000,51706.6560000000,20.00,10341.33,62047.99,534,"2020-11-12 10:19:50","2020-11-12 10:19:50",1
1265,"Termoizolaciono staklo Elow 4mm+16+Delta 4mm.","m2",0.2000000000,2478.0000000000,495.6000000000,20.00,99.12,594.72,534,"2020-11-12 10:19:50","2020-11-12 10:19:50",1
1266,"Troslojno termoizolaciono staklo Solar 4mm+12+Flot 4mm+12+Elow 4mm.","m2",6.1420000000,3894.0000000000,23916.9480000000,20.00,4783.39,28700.34,535,"2020-11-12 10:29:45","2020-11-12 10:29:45",1
1267,"Troslojno termoizolaciono staklo Flot 4mm+12+Satinirano 4mm+12+Flot 4mm.","m2",0.4000000000,4248.0000000000,1699.2000000000,20.00,339.84,2039.04,535,"2020-11-12 10:29:45","2020-11-12 10:29:45",1
1268,"Termoizolaciono staklo Flot 4mm+12+Flot 4mm.","m2",1.8320000000,1888.0000000000,3458.8160000000,20.00,691.76,4150.58,536,"2020-11-12 18:07:02","2020-11-12 18:07:02",1
1269,"Uramljivanje u ram serije 06.","m",5.4400000000,491.6666666667,2674.6666666667,20.00,534.93,3209.60,537,"2020-11-13 18:05:09","2020-11-13 18:05:09",1
1270,"Antirefleks staklo 2mm ugrađeno u ramove.","m2",0.4000000000,2520.0000000000,1008.0000000000,20.00,201.60,1209.60,537,"2020-11-13 18:05:09","2020-11-13 18:05:09",1
1271,"Termoizolaciono staklo Elow 4mm+16+Delta 4mm.","m2",1.1720000000,2478.0000000000,2904.2160000000,20.00,580.84,3485.06,538,"2020-11-13 18:12:24","2020-11-13 18:12:24",1
1272,"Termoizolaciono staklo Elow 4mm+16+Stopsol bronza 4mm.","m2",0.9720000000,4602.0000000000,4473.1440000000,20.00,894.63,5367.77,538,"2020-11-13 18:12:24","2020-11-13 18:12:24",1
1273,"Termoizolaciono staklo Solar 4mm+16+Flot 4mm","m2",3.0300000000,2478.0000000000,7508.3400000000,20.00,1501.67,9010.01,538,"2020-11-13 18:12:24","2020-11-13 18:12:24",1
1274,"Slikarsko platno 400x500mm.","kom",20.0000000000,517.0833333333,10341.6666666667,20.00,2068.33,12410.00,539,"2020-11-16 17:41:53","2020-11-16 17:41:53",1
1275,"Slikarsko platno 500x600mm.","kom",20.0000000000,632.5000000000,12650.0000000000,20.00,2530.00,15180.00,539,"2020-11-16 17:41:53","2020-11-16 17:41:53",1
1276,"Slikarsko platno 500x700mm.","kom",15.0000000000,689.4444444444,10341.6666666667,20.00,2068.33,12410.00,539,"2020-11-16 17:41:53","2020-11-16 17:41:53",1
1277,"Slikarsko platno 600x400mm","kom",5.0000000000,591.6666666667,2958.3333333333,20.00,591.67,3550.00,540,"2020-11-16 17:43:54","2020-11-16 17:43:54",1
1278,"Uramljivanje u ram serije 02.","m",1.1000000000,408.3333333333,449.1666666667,20.00,89.83,539.00,541,"2020-11-17 16:37:16","2020-11-17 16:38:36",1
1279,"Staklo Antirefleks 2mm ugrađeno u ram.","m2",0.1000000000,2520.0000000000,252.0000000000,20.00,50.40,302.40,541,"2020-11-17 16:37:16","2020-11-17 16:38:36",1
1280,"Staklo flot 6mm KP kaljeno.","m2",0.2200000000,4842.5378787879,1065.3583333333,20.00,213.07,1278.43,542,"2020-11-17 17:10:27","2020-11-17 17:10:27",1
1281,"Usluga bušenja rupa fi 7mm na staklu.","kom",2.0000000000,75.0000000000,150.0000000000,20.00,30.00,180.00,542,"2020-11-17 17:10:27","2020-11-17 17:10:27",1
1282,"Ogledalo 3mm sa KP obradom.","m2",3.7440000000,1961.4316239316,7343.6000000000,20.00,1468.72,8812.32,543,"2020-11-17 17:21:20","2020-11-17 17:21:20",1
1283,"Ogledalo 3mm sa KP obradom.","m2",5.6290000000,1180.0000000000,6642.2200000000,20.00,1328.44,7970.66,544,"2020-11-17 17:30:09","2020-11-17 17:30:09",1
1284,"Staklo satinirano 4mm sa KP obradom","m2",0.5730000000,1652.0000000000,946.5960000000,20.00,189.32,1135.92,544,"2020-11-17 17:30:09","2020-11-17 17:30:09",1
1285,"Staklo Flot 4mm sa KP obradom.","m2",0.3460000000,850.7800000000,294.3698800000,20.00,58.87,353.24,544,"2020-11-17 17:30:09","2020-11-17 17:30:09",1
1286,"Usluga bušenja rupa fi 7mm na ogledalima.","kom",6.0000000000,29.5000000000,177.0000000000,20.00,35.40,212.40,544,"2020-11-17 17:30:09","2020-11-17 17:30:09",1
1287,"Staklo flot 4mm sa KP obradom i bušenjem rupa fi 7mm, 820x377mm 5 komada.","m2",1.5600000000,1418.2692307692,2212.5000000000,20.00,442.50,2655.00,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1288,"Ogledalo 4mm sa KP obradom, 1553x293mm 10 komada.","m2",4.5900000000,1416.0003631082,6499.4416666667,20.00,1299.89,7799.33,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1289,"Ogledalo 3mm sa Fazetom do 10mm, dimenzije 750x360mm 100 komada.","m2",27.0000000000,1311.1111111111,35400.0000000000,20.00,7080.00,42480.00,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1290,"Staklo flot 4mm sa KP obradom i bušenjem rupa fi 7mm, 444x341mm 200 komada.","m2",30.6000000000,2007.5424836601,61430.8000000000,20.00,12286.16,73716.96,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1291,"Staklo flot 4mm sa KP obradom, 181x425mm 100 komada.","m2",7.8000000000,1090.7435897436,8507.8000000000,20.00,1701.56,10209.36,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1292,"Ogledalo 4mm KP, 1414x257mm 300 komada.","m2",110.1000000000,1398.6376021798,153990.0000000000,20.00,30798.00,184788.00,545,"2020-11-17 17:42:55","2020-11-17 17:43:37",1
1293,"Staklo Parsol bronza 4mm sa bušenjem rupa fi 7mm, 340x340mm 200 komada.","m2",23.4000000000,2723.0769230769,63720.0000000000,20.00,12744.00,76464.00,546,"2020-11-17 17:48:11","2020-11-17 17:48:11",1
1294,"Staklo flot 4mm KP sa bušenjem rupa fi 7mm, 341x454mm 200 komada.","m2",31.2000000000,1985.5769230769,61950.0000000000,20.00,12390.00,74340.00,546,"2020-11-17 17:48:11","2020-11-17 17:48:11",1
1295,"Ogledalo 3mm sa fazetom do 10 mm, 450x400mm 1 komad.","m2",0.2000000000,5195.8333333333,1039.1666666667,20.00,207.83,1247.00,547,"2020-11-18 17:11:48","2020-11-18 17:11:48",1
1296,"Termoizolaciono staklo Solar 4mm+16+Flot 4mm","m2",3.8200000000,2478.0000000000,9465.9600000000,20.00,1893.19,11359.15,548,"2020-11-18 17:38:20","2020-11-18 17:38:20",1
1297,"Termoizolaciono staklo Delta 4mm+16+Elow 4mm.","m2",2.8510000000,2478.0000000000,7064.7780000000,20.00,1412.96,8477.74,548,"2020-11-18 17:38:20","2020-11-18 17:38:20",1
1298,"Termoizolaciono staklo Solar 4mm+16+Flot 4mm","m2",3.8700000000,2478.0000000000,9589.8600000000,20.00,1917.97,11507.83,548,"2020-11-18 17:38:20","2020-11-18 17:38:20",1
1299,"Termoizolaciono staklo Elow 4mm+16+Delta 4mm.","m2",1.9470000000,2478.0000000000,4824.6660000000,20.00,964.93,5789.60,548,"2020-11-18 17:38:20","2020-11-18 17:38:20",1
1300,"Ogledalo 4mm KP, 1500x223mm 25 komada.","m2",8.4500000000,1396.4497041420,11800.0000000000,20.00,2360.00,14160.00,549,"2020-11-19 12:17:36","2020-11-19 12:17:36",1
1301,"Ogledalo 3mm sa fazetom do 10mm.","m2",0.4320000000,3132.5038580247,1353.2416666667,20.00,270.65,1623.89,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1302,"Staklo flot 3mm rezano na meru.","m2",0.4320000000,825.0000000000,356.4000000000,20.00,71.28,427.68,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1303,"Staklo flot 6mm KP, peskareno.","m2",0.3370000000,3130.8358061325,1055.0916666667,20.00,211.02,1266.11,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1304,"Staklo flot 6mm KP.","m2",8.5890000000,2063.0020957038,17719.1250000000,20.00,3543.82,21262.95,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1305,"Usluga bušenja rupa na staklu prečnika 65mm.","kom",1.0000000000,360.0000000000,360.0000000000,20.00,72.00,432.00,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1306,"Usluga bušenja rupa na staklu prečnika 35mm.","kom",25.0000000000,180.0000000000,4500.0000000000,20.00,900.00,5400.00,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1307,"Usluga bušenja rupa na staklu prečnika 7mm.","kom",16.0000000000,67.5000000000,1080.0000000000,20.00,216.00,1296.00,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1308,"Izrada ureza za šalter 150x300mm.","kom",1.0000000000,900.0000000000,900.0000000000,20.00,180.00,1080.00,550,"2020-11-19 17:52:38","2020-11-19 17:52:38",1
1309,"Staklo pampleks 331mm.","m2",0.3600000000,3833.3333333333,1380.0000000000,20.00,276.00,1656.00,551,"2020-11-21 07:41:43","2020-11-21 07:41:43",1
1310,"Usluga bušenja rupa fi 7mm na staklu.","kom",1.0000000000,75.0000000000,75.0000000000,20.00,15.00,90.00,551,"2020-11-21 07:41:43","2020-11-21 07:41:43",1
1311,"Slikarsko platno 500x600mm.","kom",13.0000000000,458.3333333333,5958.3333333333,20.00,1191.67,7150.00,552,"2020-11-23 07:53:10","2020-11-23 07:53:10",1
1312,"Slikarsko platno 500x700mm.","kom",13.0000000000,500.0000000000,6500.0000000000,20.00,1300.00,7800.00,552,"2020-11-23 07:53:10","2020-11-23 07:53:10",1
1313,"Termoizolaciono staklo Elow 4mm+16+Delta 4mm.","m2",0.9020000000,2478.0000000000,2235.1560000000,20.00,447.03,2682.19,553,"2020-11-23 17:48:14","2020-11-23 17:48:14",1
1314,"Termoizolaciono staklo Flot 4mm+16+Elow 4mm.","m2",4.6360000000,2124.0000000000,9846.8640000000,20.00,1969.37,11816.23,553,"2020-11-23 17:48:14","2020-11-23 17:48:14",1
1315,"Staklo sivi parsol 6mm sa Kp obradom.","m2",1.3860000000,2700.0000000000,3742.2000000000,20.00,748.44,4490.64,554,"2020-11-24 16:30:01","2020-11-24 16:30:55",1
1316,"Staklo Griz rezano na meru.","m2",1.1390000000,1541.6800000000,1755.9735200000,20.00,351.19,2107.16,554,"2020-11-24 16:30:01","2020-11-24 16:30:55",1
1317,"Usluga bušenja rupa na staklu prečnika 35mm.","kom",6.0000000000,180.0000000000,1080.0000000000,20.00,216.00,1296.00,554,"2020-11-24 16:30:01","2020-11-24 16:30:55",1
1318,"Ogledalo 4mm rezano na meru.","m2",2.2410000000,1916.6700000000,4295.2574700000,20.00,859.05,5154.31,555,"2020-11-24 16:38:03","2020-11-24 16:38:03",1
1319,"Ogledalo 4mm sa Kp obradom, 1900x760mm 1 komad.","m2",1.5000000000,2604.6666666667,3907.0000000000,20.00,781.40,4688.40,556,"2020-11-24 16:42:19","2020-11-24 16:42:19",1
1320,"Staklo parsol bronza 4mm rezano na meru.","m2",1.4000000000,2500.0000000000,3500.0000000000,20.00,700.00,4200.00,557,"2020-11-24 16:47:08","2020-11-24 16:47:08",1
1321,"Ogledalo 3mm sa fazetom do 10mm, 1070x375mm 150 komada.","m2",60.0000000000,1298.0000000000,77880.0000000000,20.00,15576.00,93456.00,558,"2020-11-24 16:59:45","2020-11-24 16:59:45",1
1322,"Ogledalo 4mm sa KP obradom, 492x775mm 80 komada.","m2",30.7200000000,1415.9998914931,43499.5166666667,20.00,8699.90,52199.42,558,"2020-11-24 16:59:45","2020-11-24 16:59:45",1
1323,"Staklo parsol bronza 5mm sa KP obradom, 695x500mm 100 komada.","m2",35.0000000000,2029.6000000000,71036.0000000000,20.00,14207.20,85243.20,558,"2020-11-24 16:59:45","2020-11-24 16:59:45",1
1324,"Ogledalo 4mm sa KP obradom, 979x792mm 100 komada.","m2",77.9000000000,1416.0000000000,110306.4000000000,20.00,22061.28,132367.68,558,"2020-11-24 16:59:45","2020-11-24 16:59:45",1
1325,"Ogledalo 4mm sa KP obradom, 1500x445mm 3 komada.","m2",2.0100000000,1391.3432835821,2796.6000000000,20.00,559.32,3355.92,559,"2020-11-24 17:05:45","2020-11-24 17:05:45",1
1326,"Satinirano staklo 4mm sa KP obradom i bušenjem rupa fi 7mm, 397x493mm 4 komada.","m2",0.7900000000,2552.4367088608,2016.4250000000,20.00,403.28,2419.71,559,"2020-11-24 17:05:45","2020-11-24 17:05:45",1
